sym,verdict,reason,signals,last_candle,base,drop_peak_%,pos_in_base_%,from_low_%,name
204270.KQ,⛔ EXCLUDE,과상승(저점대비 +72%),작은몸통양꼬리양봉,-,과상승,42.0,42.0,72.0,제이앤티씨
077360.KQ,⛔ EXCLUDE,과상승(저점대비 +218%),작은몸통양꼬리양봉,-,과상승,52.0,38.0,218.0,덕산하이메탈
036540.KQ,⛔ EXCLUDE,과상승(저점대비 +120%),"작은몸통양꼬리양봉, 위꼬리양봉",-,과상승,52.0,34.0,120.0,SFA반도체
417840.KQ,⛔ EXCLUDE,과상승(저점대비 +806%),상승다람쥐,도지,과상승,32.0,65.0,806.0,저스템
043260.KQ,⛔ EXCLUDE,과상승(저점대비 +1651%),위꼬리양봉,-,과상승,74.0,25.0,1651.0,성호전자
033160.KQ,⛔ EXCLUDE,과상승(저점대비 +160%),-,-,과상승,62.0,27.0,160.0,엠케이전자
027360.KQ,⛔ EXCLUDE,과상승(저점대비 +69%),-,-,과상승,84.0,7.0,69.0,아주IB투자
089030.KQ,⛔ EXCLUDE,과상승(저점대비 +81%),위꼬리양봉,위꼬리양봉,과상승,36.0,44.0,81.0,테크윙
004020.KS,⛔ EXCLUDE,과상승(저점대비 +58%),-,도지,과상승,42.0,38.0,58.0,현대제철
032640.KS,⛔ EXCLUDE,과상승(저점대비 +53%),"작은몸통양꼬리양봉, 양봉스프링",-,과상승,21.0,56.0,53.0,LG유플러스
007820.KQ,⛔ EXCLUDE,과상승(저점대비 +56%),-,-,과상승,58.0,27.0,56.0,엠엑스로보틱스
122640.KQ,⛔ EXCLUDE,과상승(저점대비 +252%),-,도지,과상승,38.0,54.0,252.0,예스티
210980.KS,⛔ EXCLUDE,과상승(저점대비 +61%),"양봉스프링, 위꼬리양봉, 꼬리군",-,과상승,74.0,22.0,61.0,SK디앤디
161890.KS,⛔ EXCLUDE,과상승(저점대비 +194%),작은몸통양꼬리양봉,-,과상승,12.0,83.0,194.0,한국콜마
003550.KS,⛔ EXCLUDE,과상승(저점대비 +108%),-,-,과상승,35.0,49.0,108.0,LG
189330.KQ,⛔ EXCLUDE,과상승(저점대비 +239%),-,-,과상승,82.0,52.0,239.0,씨이랩
001200.KS,⛔ EXCLUDE,과상승(저점대비 +108%),"작은몸통양꼬리양봉, 양봉스프링",도지,과상승,37.0,47.0,108.0,유진투자증권
003470.KS,⛔ EXCLUDE,과상승(저점대비 +92%),-,도지,과상승,44.0,38.0,92.0,유안타증권
267270.KS,⛔ EXCLUDE,과상승(저점대비 +206%),-,-,과상승,36.0,55.0,206.0,HD건설기계
003490.KS,⛔ EXCLUDE,과상승(저점대비 +51%),작은몸통양꼬리양봉,-,과상승,14.0,91.0,51.0,대한항공
316140.KS,⛔ EXCLUDE,과상승(저점대비 +124%),"양봉스프링, 작은몸통양꼬리양봉",-,과상승,20.0,69.0,124.0,우리금융지주
187660.KQ,⛔ EXCLUDE,과상승(저점대비 +439%),상승펀치,-,과상승,72.0,24.0,439.0,페니트리움바이오
323280.KQ,⛔ EXCLUDE,과상승(저점대비 +185%),작은몸통양꼬리양봉,작은몸통양꼬리양봉,과상승,52.0,37.0,185.0,태성
389030.KQ,⛔ EXCLUDE,과상승(저점대비 +56%),-,-,과상승,74.0,11.0,56.0,지니너스
088350.KS,⛔ EXCLUDE,과상승(저점대비 +142%),위꼬리양봉,-,과상승,24.0,65.0,142.0,한화생명
348340.KQ,⛔ EXCLUDE,과상승(저점대비 +51%),-,-,과상승,80.0,8.0,51.0,뉴로메카
139130.KS,⛔ EXCLUDE,과상승(저점대비 +127%),작은몸통양꼬리양봉,-,과상승,18.0,72.0,127.0,iM금융지주
024850.KQ,⛔ EXCLUDE,과상승(저점대비 +128%),-,-,과상승,53.0,43.0,128.0,HLB이노베이션
054920.KQ,⛔ EXCLUDE,과상승(저점대비 +61%),위꼬리양봉,-,과상승,66.0,21.0,61.0,한컴위드
353200.KS,⛔ EXCLUDE,과상승(저점대비 +673%),-,-,과상승,50.0,47.0,673.0,대덕전자
089970.KQ,⛔ EXCLUDE,과상승(저점대비 +860%),"작은몸통양꼬리양봉, 양봉스프링",도지,과상승,57.0,41.0,860.0,브이엠
004310.KS,⛔ EXCLUDE,과상승(저점대비 +165%),"양봉스프링, 작은몸통양꼬리양봉",작은몸통양꼬리양봉,과상승,50.0,38.0,165.0,현대약품
036710.KQ,⛔ EXCLUDE,과상승(저점대비 +341%),작은몸통양꼬리양봉,작은몸통양꼬리양봉,과상승,40.0,54.0,341.0,심텍홀딩스
010140.KS,⛔ EXCLUDE,과상승(저점대비 +129%),-,-,과상승,39.0,46.0,129.0,삼성중공업
452260.KS,⛔ EXCLUDE,과상승(저점대비 +130%),"작은몸통양꼬리양봉, 상승펀치",-,과상승,44.0,42.0,130.0,한화갤러리아
396300.KQ,⛔ EXCLUDE,과상승(저점대비 +193%),-,도지,과상승,50.0,69.0,193.0,HT로보틱스
019210.KQ,⛔ EXCLUDE,과상승(저점대비 +196%),-,-,과상승,50.0,40.0,196.0,와이지-원
003010.KS,⛔ EXCLUDE,과상승(저점대비 +171%),-,-,과상승,20.0,72.0,171.0,혜인
119850.KQ,⛔ EXCLUDE,과상승(저점대비 +827%),양봉스프링,양봉스프링,과상승,23.0,75.0,827.0,지엔씨에너지
085620.KS,⛔ EXCLUDE,과상승(저점대비 +369%),-,-,과상승,47.0,47.0,369.0,미래에셋생명
086790.KS,⛔ EXCLUDE,과상승(저점대비 +161%),-,-,과상승,6.0,91.0,161.0,하나금융지주
393890.KQ,⛔ EXCLUDE,과상승(저점대비 +82%),-,-,과상승,89.0,28.0,82.0,더블유씨피
270520.KQ,⛔ EXCLUDE,과상승(저점대비 +312%),-,-,과상승,96.0,11.0,312.0,앱튼
017670.KS,⛔ EXCLUDE,과상승(저점대비 +84%),-,-,과상승,34.0,47.0,84.0,SK텔레콤
047770.KQ,⛔ EXCLUDE,과상승(저점대비 +231%),위꼬리양봉,-,과상승,31.0,61.0,231.0,코데즈컴바인
005880.KS,⛔ EXCLUDE,과상승(저점대비 +54%),"위꼬리양봉, 꼬리군",위꼬리양봉,과상승,38.0,37.0,54.0,대한해운
204320.KS,⛔ EXCLUDE,과상승(저점대비 +57%),-,-,과상승,39.0,37.0,57.0,HL만도
053350.KQ,⛔ EXCLUDE,과상승(저점대비 +97%),-,-,과상승,66.0,20.0,97.0,이니텍
028670.KS,⛔ EXCLUDE,과상승(저점대비 +98%),작은몸통양꼬리양봉,작은몸통양꼬리양봉,과상승,29.0,82.0,98.0,팬오션
198440.KQ,⛔ EXCLUDE,과상승(저점대비 +116%),"양봉스프링, 작은몸통양꼬리양봉",-,과상승,65.0,52.0,116.0,강동씨앤엘
375500.KS,⛔ EXCLUDE,과상승(저점대비 +154%),작은몸통양꼬리양봉,작은몸통양꼬리양봉,과상승,31.0,57.0,154.0,DL이앤씨
001450.KS,⛔ EXCLUDE,과상승(저점대비 +158%),-,-,과상승,7.0,90.0,158.0,현대해상
005950.KS,⛔ EXCLUDE,과상승(저점대비 +138%),양봉스프링,양봉스프링,과상승,70.0,52.0,138.0,이수화학
000490.KS,⛔ EXCLUDE,과상승(저점대비 +54%),"작은몸통양꼬리양봉, 상승펀치",-,과상승,60.0,28.0,54.0,대동
265740.KQ,⛔ EXCLUDE,과상승(저점대비 +209%),-,-,과상승,32.0,59.0,209.0,엔에프씨
092200.KS,⛔ EXCLUDE,과상승(저점대비 +84%),-,-,과상승,62.0,22.0,84.0,디아이씨
007810.KS,⛔ EXCLUDE,과상승(저점대비 +559%),-,-,과상승,66.0,31.0,559.0,코리아써키트
033790.KQ,⛔ EXCLUDE,과상승(저점대비 +196%),작은몸통양꼬리양봉,-,과상승,47.0,43.0,196.0,피노
031980.KQ,⛔ EXCLUDE,과상승(저점대비 +420%),"작은몸통양꼬리양봉, 양봉스프링",양봉스프링,과상승,17.0,80.0,420.0,피에스케이홀딩스
290550.KQ,⛔ EXCLUDE,과상승(저점대비 +180%),양봉스프링,-,과상승,52.0,37.0,180.0,디케이티
014910.KS,⛔ EXCLUDE,과상승(저점대비 +121%),-,-,과상승,49.0,37.0,121.0,성문전자
052710.KQ,⛔ EXCLUDE,과상승(저점대비 +346%),-,-,과상승,65.0,29.0,346.0,아모텍
045390.KQ,⛔ EXCLUDE,과상승(저점대비 +84%),"위꼬리양봉, 작은몸통양꼬리양봉, 상승다람쥐",작은몸통양꼬리양봉,과상승,49.0,42.0,84.0,대아티아이
264850.KQ,⛔ EXCLUDE,과상승(저점대비 +60%),-,-,과상승,41.0,35.0,60.0,이랜시스
412350.KQ,⛔ EXCLUDE,과상승(저점대비 +227%),-,-,과상승,75.0,27.0,227.0,레이저쎌
010950.KS,⛔ EXCLUDE,과상승(저점대비 +215%),-,-,과상승,11.0,84.0,215.0,S-Oil
064260.KQ,⛔ EXCLUDE,과상승(저점대비 +115%),-,도지,과상승,72.0,31.0,115.0,다날
066430.KQ,⛔ EXCLUDE,과상승(저점대비 +375%),-,-,과상승,59.0,35.0,375.0,아이로보틱스
336260.KS,⛔ EXCLUDE,과상승(저점대비 +251%),작은몸통양꼬리양봉,-,과상승,60.0,33.0,251.0,두산퓨얼셀
004770.KS,⛔ EXCLUDE,과상승(저점대비 +54%),위꼬리양봉,위꼬리양봉,과상승,67.0,32.0,54.0,써니전자
031330.KQ,⛔ EXCLUDE,과상승(저점대비 +219%),-,-,과상승,60.0,31.0,219.0,에스에이엠티
144960.KQ,⛔ EXCLUDE,과상승(저점대비 +120%),작은몸통양꼬리양봉,작은몸통양꼬리양봉,과상승,34.0,51.0,120.0,뉴파워프라즈마
317400.KS,⛔ EXCLUDE,과상승(저점대비 +276%),-,도지,과상승,6.0,92.0,276.0,자이에스앤디
067290.KQ,⛔ EXCLUDE,과상승(저점대비 +181%),"양봉스프링, 위꼬리양봉",-,과상승,37.0,79.0,181.0,JW신약
382800.KQ,⛔ EXCLUDE,과상승(저점대비 +107%),-,-,과상승,51.0,33.0,107.0,지앤비에스 에코
042660.KS,⛔ EXCLUDE,과상승(저점대비 +233%),-,도지,과상승,44.0,47.0,233.0,한화오션
307180.KQ,⛔ EXCLUDE,과상승(저점대비 +138%),-,-,과상승,45.0,41.0,138.0,아이엘
001820.KS,⛔ EXCLUDE,과상승(저점대비 +411%),-,-,과상승,44.0,50.0,411.0,삼화콘덴서
053690.KS,⛔ EXCLUDE,과상승(저점대비 +69%),작은몸통양꼬리양봉,-,과상승,53.0,44.0,69.0,한미글로벌
020120.KS,⛔ EXCLUDE,과상승(저점대비 +161%),양봉스프링,양봉스프링,과상승,67.0,97.0,161.0,키다리스튜디오
009830.KS,⛔ EXCLUDE,과상승(저점대비 +114%),-,-,과상승,54.0,38.0,114.0,한화솔루션
052460.KQ,⛔ EXCLUDE,과상승(저점대비 +166%),-,-,과상승,43.0,45.0,166.0,아이크래프트
010120.KS,⛔ EXCLUDE,과상승(저점대비 +674%),작은몸통양꼬리양봉,작은몸통양꼬리양봉,과상승,42.0,55.0,674.0,LS ELECTRIC
080220.KQ,⛔ EXCLUDE,과상승(저점대비 +831%),양봉스프링,양봉스프링,과상승,48.0,49.0,831.0,제주반도체
066970.KS,⛔ EXCLUDE,과상승(저점대비 +158%),-,-,과상승,65.0,42.0,158.0,엘앤에프
356680.KQ,⛔ EXCLUDE,과상승(저점대비 +179%),양봉스프링,양봉스프링,과상승,63.0,28.0,179.0,엑스게이트
217730.KQ,⛔ EXCLUDE,과상승(저점대비 +110%),-,-,과상승,52.0,33.0,110.0,강스템바이오텍
008930.KS,⛔ EXCLUDE,과상승(저점대비 +118%),위꼬리양봉,-,과상승,29.0,86.0,118.0,한미사이언스
001510.KS,⛔ EXCLUDE,과상승(저점대비 +187%),-,도지,과상승,61.0,30.0,187.0,SK증권
010170.KQ,⛔ EXCLUDE,과상승(저점대비 +3169%),작은몸통양꼬리양봉,-,과상승,59.0,41.0,3169.0,대한광통신
007660.KS,⛔ EXCLUDE,과상승(저점대비 +444%),위꼬리양봉,-,과상승,32.0,63.0,444.0,이수페타시스
003670.KS,⛔ EXCLUDE,과상승(저점대비 +92%),"양봉스프링, 작은몸통양꼬리양봉",-,과상승,73.0,43.0,92.0,포스코퓨처엠
082740.KS,⛔ EXCLUDE,과상승(저점대비 +295%),-,-,과상승,52.0,41.0,295.0,한화엔진
232140.KQ,⛔ EXCLUDE,과상승(저점대비 +72%),-,-,과상승,51.0,28.0,72.0,와이씨
332570.KQ,⛔ EXCLUDE,과상승(저점대비 +279%),-,도지,과상승,49.0,43.0,279.0,PS일렉트로닉스
093370.KS,⛔ EXCLUDE,과상승(저점대비 +229%),"양봉스프링, 작은몸통양꼬리양봉",작은몸통양꼬리양봉,과상승,53.0,44.0,229.0,후성
100840.KS,⛔ EXCLUDE,과상승(저점대비 +174%),상승펀치,-,과상승,52.0,37.0,174.0,SNT에너지
388050.KQ,⛔ EXCLUDE,과상승(저점대비 +98%),"작은몸통양꼬리양봉, 상승펀치",도지,과상승,51.0,36.0,98.0,지투파워
307870.KQ,⛔ EXCLUDE,과상승(저점대비 +158%),작은몸통양꼬리양봉,-,과상승,74.0,46.0,158.0,비투엔
055550.KS,⛔ EXCLUDE,과상승(저점대비 +160%),작은몸통양꼬리양봉,-,과상승,5.0,92.0,160.0,신한지주
025560.KS,⛔ EXCLUDE,과상승(저점대비 +217%),작은몸통양꼬리양봉,-,과상승,77.0,38.0,217.0,미래산업
028050.KS,⛔ EXCLUDE,과상승(저점대비 +181%),-,-,과상승,32.0,58.0,181.0,삼성E&A
005690.KS,⛔ EXCLUDE,과상승(저점대비 +138%),작은몸통양꼬리양봉,작은몸통양꼬리양봉,과상승,50.0,36.0,138.0,파미셀
000270.KS,⛔ EXCLUDE,과상승(저점대비 +56%),위꼬리양봉,-,과상승,40.0,34.0,56.0,기아
006340.KS,⛔ EXCLUDE,과상승(저점대비 +486%),-,-,과상승,36.0,59.0,486.0,대원전선
076610.KQ,⛔ EXCLUDE,과상승(저점대비 +149%),-,-,과상승,80.0,30.0,149.0,해성옵틱스
025980.KQ,⛔ EXCLUDE,과상승(저점대비 +81%),작은몸통양꼬리양봉,-,과상승,62.0,29.0,81.0,아난티
122350.KQ,⛔ EXCLUDE,과상승(저점대비 +107%),"작은몸통양꼬리양봉, 위꼬리양봉",위꼬리양봉,과상승,75.0,59.0,107.0,삼기
419050.KQ,⛔ EXCLUDE,과상승(저점대비 +95%),-,-,과상승,78.0,47.0,95.0,삼기에너지솔루션즈
044490.KQ,⛔ EXCLUDE,과상승(저점대비 +253%),위꼬리양봉,-,과상승,47.0,45.0,253.0,태웅
041960.KQ,⛔ EXCLUDE,과상승(저점대비 +160%),-,-,과상승,10.0,85.0,160.0,코미팜
060250.KQ,⛔ EXCLUDE,과상승(저점대비 +137%),위꼬리양봉,위꼬리양봉,과상승,61.0,48.0,137.0,NHN KCP
163730.KQ,⛔ EXCLUDE,과상승(저점대비 +54%),-,도지,과상승,67.0,17.0,54.0,핑거
175330.KS,⛔ EXCLUDE,과상승(저점대비 +121%),위꼬리양봉,-,과상승,19.0,69.0,121.0,JB금융지주
126640.KQ,⛔ EXCLUDE,과상승(저점대비 +363%),"양봉스프링, 위꼬리양봉",위꼬리양봉,과상승,38.0,56.0,363.0,화신정공
291810.KQ,⛔ EXCLUDE,과상승(저점대비 +119%),작은몸통양꼬리양봉,-,과상승,90.0,20.0,119.0,핀텔
228340.KQ,⛔ EXCLUDE,과상승(저점대비 +165%),양봉스프링,도지,과상승,44.0,45.0,165.0,동양파일
405100.KQ,⛔ EXCLUDE,과상승(저점대비 +73%),-,-,과상승,68.0,37.0,73.0,큐알티
033240.KS,⛔ EXCLUDE,과상승(저점대비 +208%),위꼬리양봉,-,과상승,49.0,41.0,208.0,자화전자
004710.KS,⛔ EXCLUDE,과상승(저점대비 +151%),-,-,과상승,49.0,39.0,151.0,한솔테크닉스
064290.KQ,⛔ EXCLUDE,과상승(저점대비 +403%),-,-,과상승,26.0,70.0,403.0,인텍플러스
234340.KQ,⛔ EXCLUDE,과상승(저점대비 +218%),작은몸통양꼬리양봉,-,과상승,44.0,47.0,218.0,헥토파이낸셜
090460.KS,⛔ EXCLUDE,과상승(저점대비 +98%),양봉스프링,-,과상승,50.0,33.0,98.0,비에이치
041190.KQ,⛔ EXCLUDE,과상승(저점대비 +67%),-,-,과상승,53.0,27.0,67.0,우리기술투자
003690.KS,⛔ EXCLUDE,과상승(저점대비 +109%),-,-,과상승,7.0,87.0,109.0,코리안리
204620.KQ,⛔ EXCLUDE,과상승(저점대비 +98%),-,-,과상승,31.0,52.0,98.0,글로벌텍스프리
006360.KS,⛔ EXCLUDE,과상승(저점대비 +125%),작은몸통양꼬리양봉,작은몸통양꼬리양봉,과상승,31.0,64.0,125.0,GS건설
101000.KQ,⛔ EXCLUDE,과상승(저점대비 +61%),양봉스프링,양봉스프링,과상승,92.0,5.0,61.0,KS인더스트리
178320.KQ,⛔ EXCLUDE,과상승(저점대비 +104%),-,도지,과상승,60.0,26.0,104.0,서진시스템
059120.KQ,⛔ EXCLUDE,과상승(저점대비 +175%),작은몸통양꼬리양봉,도지,과상승,51.0,38.0,175.0,아진엑스텍
299660.KQ,⛔ EXCLUDE,과상승(저점대비 +148%),-,도지,과상승,98.0,16.0,148.0,셀리드
009900.KS,⛔ EXCLUDE,과상승(저점대비 +60%),위꼬리양봉,-,과상승,73.0,34.0,60.0,명신산업
300120.KQ,⛔ EXCLUDE,과상승(저점대비 +74%),양봉스프링,-,과상승,90.0,9.0,74.0,라온피플
018000.KQ,⛔ EXCLUDE,과상승(저점대비 +142%),작은몸통양꼬리양봉,작은몸통양꼬리양봉,과상승,61.0,51.0,142.0,유니슨
019170.KS,⛔ EXCLUDE,과상승(저점대비 +59%),-,-,과상승,87.0,26.0,59.0,신풍제약
048770.KQ,⛔ EXCLUDE,과상승(저점대비 +144%),양봉스프링,양봉스프링,과상승,63.0,26.0,144.0,TPC로보틱스
900270.KQ,⛔ EXCLUDE,과상승(저점대비 +60%),"작은몸통양꼬리양봉, 위꼬리양봉",-,과상승,89.0,5.0,60.0,헝셩그룹
417010.KQ,⛔ EXCLUDE,과상승(저점대비 +94%),작은몸통양꼬리양봉,작은몸통양꼬리양봉,과상승,84.0,25.0,94.0,나노팀
234690.KQ,⛔ EXCLUDE,과상승(저점대비 +55%),"작은몸통양꼬리양봉, 위꼬리양봉",-,과상승,35.0,40.0,55.0,녹십자웰빙
162300.KQ,⛔ EXCLUDE,과상승(저점대비 +58%),양봉스프링,-,과상승,80.0,41.0,58.0,신스틸
